id,shares
250,4586.33598666
251,2677.8977322
252,6760.80620582
253,4408.32389083
254,1865.76596125
255,2165.19887081
256,1399.59649081
257,2904.51398436
258,4663.93512471
259,3027.30375804
260,4134.3222746
261,2484.59512712
262,2048.46635429
263,4086.39108287
264,3592.77528583
265,8461.44193933
266,3405.5124046
267,3431.06641299
268,5479.8016993
269,2473.88084606
270,2266.80340747
271,3678.69356591
272,2972.99958553
273,3980.21705447
274,3472.11429697
275,2749.15723219
276,3239.06500775
277,4887.58699329
278,806.071708283
279,2793.00003917
280,3803.18774305
281,3346.98453994
282,3780.66341743
283,1036.3894931
284,3607.05535593
285,5520.47428178
286,2349.27116207
287,5885.99809662
288,4997.26029336
289,4065.64251028
290,1572.99276255
291,3028.34055141
292,3107.35061968
293,2863.79770945
294,6779.33307667
295,9040.90630092
296,6413.08920423
297,2801.88148301
298,1819.97395999
299,3470.80112593
300,1443.19050116
301,5843.58323426
302,6385.15679848
303,3232.83751025
304,2965.21431683
305,2009.92617904
306,6649.2432178
307,4324.42722514
308,4895.2639177
309,3701.23043481
310,2690.29823635
311,7193.13917307
312,2928.315156
313,1216.60222885
314,7122.09043476
315,2746.50249739
316,4697.18992115
317,2270.28623367
318,3607.5245597
319,2052.25767953
320,10532.974835
321,4357.88000374
322,5436.34243719
323,2701.28351901
324,5074.39456293
325,4889.69701404
326,5156.9883287
327,1905.35020227
328,2532.01838452
329,4795.85784587
330,4621.52182365
331,1771.47038406
332,5730.09539602
333,1400.0105022
334,1002.42175813
335,4251.34020596
336,2402.44340217
337,2139.22179312
338,2372.60908985
339,3061.22696222
340,5492.81921635
341,2582.26384057
342,2624.93804937
343,2641.06016955
344,2817.36562826
345,1286.66130606
346,1067.92610338
347,5238.75548607
348,7119.7075442
349,2599.54541267
350,2940.56988719
351,4455.54972584
352,6686.25935379
353,1983.77936427
354,1263.66006171
355,4392.51212345
356,2010.72577948
357,5757.48955403
358,2954.92133679
359,3565.02542849
360,2472.68730695
361,2428.31436082
362,1258.56510587
363,5201.43176781
364,2078.04391089
365,3491.72282569
366,1142.72586346
367,2266.65751338
368,1570.58035862
369,1116.51671217
370,2626.78997745
371,4614.42016203
372,2109.64167084
373,-1233.05475052
374,3928.83162954
375,2900.89463532
376,2836.3793253
377,2591.81317746
378,1565.20815338
379,2250.6470555
380,3516.58870173
381,2978.28121088
382,3894.80364196
383,5966.90676105
384,2623.95312987
385,4154.95887821
386,5755.86960489
387,1747.00936977
388,8306.49836394
389,4083.92626587
390,1994.58119489
391,3161.42684436
392,3157.43901308
393,910.51682922
394,3533.16716996
395,3826.62918533
396,2515.96713271
397,3546.60611045
398,3445.59304526
399,5690.61499668
400,8962.54469833
401,5949.33867016
402,2596.69398611
403,778.707716763
404,3018.96595404
405,6731.9674113
406,3393.54542854
407,3255.53962687
408,5196.94196039
409,5046.63055215
410,6361.04702844
411,5678.83107365
412,2201.37979251
413,5895.7650095
414,9437.58801592
415,2129.00097161
416,4004.10397276
417,4500.27624589
418,1397.94437486
419,1675.96386218
420,4738.60411308
421,4077.90685346
422,3450.80454475
423,3933.49671868
424,4720.50850821
425,2236.09201321
426,1780.9972463
427,2612.34254208
428,2897.60311205
429,2418.88063309
430,4927.84119783
431,3927.81594955
432,1574.88539742
433,3304.74911116
434,1896.05499501
435,2812.0718802
436,2737.2598642
437,3121.11228029
438,8722.54576152
439,2011.78993286
440,3792.08981913
441,565.220459532
442,5071.56891938
443,3175.66930794
444,3274.29745946
445,3729.56437357
446,2279.38200456
447,2138.27860736
448,4207.66169197
449,1214.0339407
450,3370.45566199
451,7003.50938015
452,1613.61883196
453,2683.68202424
454,2566.53383277
455,2955.01066528
456,5983.67099648
457,4267.42725996
458,3746.03703517
459,1891.40065711
460,7248.00675191
461,5182.14492298
462,2306.57265272
463,6283.02860076
464,2065.26700288
465,3168.76476262
466,2059.39382241
467,2428.40818311
468,4167.98370386
469,3088.00561068
470,2475.37398974
471,4115.07156522
472,1753.64050518
473,3469.18529216
474,2577.25285143
475,2222.45952489
476,4472.94254932
477,3752.01871769
478,3493.53618625
479,3009.49402207
480,3227.8977954
481,1392.08429663
482,4114.54108672
483,4290.58705918
484,3370.37986382
485,1466.41231031
486,2511.96084691
487,2324.54454613
488,4885.60257241
489,1561.74358959
490,3093.42066481
491,3901.22350883
492,6138.8410837
493,2469.78035447
494,2067.20717527
495,4446.54984553
496,2433.80640075
497,3832.94932067
498,4899.75106251
499,2374.15611222
500,3468.64126924
501,5457.07372758
502,3615.97464731
503,5219.0341258
504,3401.69087233
505,2610.13598488
506,2777.45213011
507,4347.15759238
508,2111.0248042
509,4297.06611164
510,2921.21429081
511,3963.19163726
512,3067.19290158
513,4695.25234163
514,2300.67959826
515,1098.48625741
516,4283.56650513
517,4614.15081564
518,5726.41197952
519,3846.84019751
520,3343.82620546
521,4801.69125306
522,5880.97157932
523,1337.91501142
524,4010.27632907
525,3786.4782159
526,1382.45494441
527,6034.21148574
528,2139.8839452
529,9306.83243948
530,3220.13202373
531,1349.3384462
532,4615.31354592
533,2619.16299163
534,3367.85323668
535,3522.33189735
536,2967.14275861
537,3073.89406277
538,4621.99839957
539,4741.75759066
540,4103.4390172
541,5622.98086968
542,3468.52980823
543,9322.81476922
544,2808.59584022
545,3776.74514162
546,2989.30703854
547,2358.00489063
548,4301.65476717
549,4318.05779216
550,3431.53681624
551,6956.96956984
552,4338.98921398
553,662.764458149
554,6861.35570751
555,3281.35656048
556,4261.56405009
557,3162.26887626
558,3161.12833077
559,77.5474813305
560,6242.93345023
561,3268.30278694
562,3363.00909353
563,1215.11777338
564,5928.26516818
565,3614.04953448
566,2593.7670915
567,3347.8589143
568,5299.37324437
569,7699.58075807
570,1616.98467057
571,6883.24838612
572,6326.09697882
573,3197.05703336
574,2783.3321734
575,1338.37736351
576,1397.4356438
577,3288.49131772
578,1973.00431543
579,2425.19519882
580,2023.39841654
581,1191.28240836
582,5209.2005342
583,3027.64635803
584,2155.42336493
585,3541.32077415
586,2464.90835278
587,857.698151727
588,1994.00082908
589,4899.59818944
590,4124.78154881
591,3713.20979227
592,2859.21180809
593,4229.56218666
594,2872.49812027
595,1169.46500432
596,1057.02998401
597,3661.25358453
598,6262.81382617
599,-587.200210358
600,4802.60493752
601,2073.20564743
602,1680.6027214
603,1695.51316344
604,3048.53486204
605,3989.77386691
606,726.887661696
607,3637.96705401
608,1886.76161084
609,2996.91592195
610,5547.37854005
611,3743.15712021
612,4240.9347101
613,1758.84948652
614,3105.10488083
615,218.308809688
616,1991.52643027
617,476.02386328
618,3015.03192476
619,2750.93570512
620,3136.80597116
621,2215.16787411
622,4099.7536686
623,4409.39388698
624,2550.71968666
625,3068.80985402
626,4624.81327065
627,2896.61028646
628,7294.7660997
629,3216.82681381
630,3165.96792816
631,8080.11363585
632,994.751148166
633,4249.03497335
634,5446.12693472
635,4128.64478006
636,6422.4825902
637,2463.59155161
638,5231.95901057
639,4216.81842439
640,7377.95812703
641,3843.76921145
642,2566.96133926
643,1551.0463948
644,3202.05711409
645,2042.93405448
646,2634.65659252
647,4885.08062925
648,2635.9523969
649,3125.43249131
650,1362.40009811
651,3039.97125424
652,2091.7349437
653,-403.944212351
654,3247.76583256
655,3771.63679785
656,2543.25974958
657,1126.85448456
658,2110.87566535
659,8415.87164454
660,2310.66606694
661,4990.22693816
662,4244.83918561
663,4615.79747141
664,2561.9743998
665,4753.21283349
666,4959.92059831
667,4243.8901212
668,2854.11750337
669,2470.00738109
670,4730.80058279
671,2575.68149353
672,4692.50256101
673,851.873211663
674,2818.76670488
675,3642.60974372
676,249.833341205
677,1954.88104872
678,1445.96392248
679,4964.54084032
680,3902.95783246
681,2170.52186749
682,1879.46973884
683,1959.80711343
684,3182.06149439
685,3136.28084702
686,2776.49851218
687,1817.70953472
688,3536.29888698
689,3569.53245118
690,4740.97148842
691,6951.04809641
692,1341.51123885
693,2532.93000816
694,3791.11678024
695,1436.09457111
696,1485.40557557
697,2455.81709049
698,2581.39895392
699,2200.74944366
700,1567.00378885
701,4355.8582058
702,3817.6100639
703,3579.90202136
704,1324.88526291
705,2800.6509856
706,2104.27853102
707,2901.21952518
708,1885.57758217
709,3848.39667389
710,1698.60049591
711,3363.39324813
712,2965.21652996
713,1841.48993705
714,3695.49378314
715,3209.07679579
716,3380.26166139
717,266.018856534
718,1504.40487072
719,6928.69189232
720,2900.98335977
721,1941.1816235
722,1798.56723495
723,2616.43196817
724,2302.34149663
725,5365.64806231
726,660.129394837
727,5844.46197111
728,2098.84164491
729,3614.06751919
730,3963.74113949
731,2282.55032524
732,3899.90703119
733,2931.02123081
734,3286.96023451
735,3773.02942145
736,2016.82523131
737,3112.05169525
738,5848.85234969
739,4421.39789417
740,5012.94218647
741,3327.5274899
742,4805.22167066
743,4609.49161091
744,2083.6235753
745,2238.6168663
746,4936.01394797
747,1459.05689764
748,4271.43848626
749,2620.18518326
750,6662.08192969
751,4403.42775018
752,3581.24906505
753,2532.8314753
754,4324.86107916
755,3460.76898358
756,4147.94405186
757,2646.47774905
758,3832.14095987
759,746.696125675
760,6716.16819451
761,4648.42082571
762,4766.82545716
763,3167.98356983
764,5862.21123738
765,2175.69376979
766,928.653472475
767,3107.26098369
768,2042.57027498
769,2228.86643515
770,1969.54285486
771,2990.59730199
772,7384.67810714
773,6981.05415468
774,3827.90204669
775,-345.60923065
776,4423.13736116
777,1773.4548727
778,2802.81924835
779,2671.43321299
780,6944.61547137
781,1543.58015011
782,2828.25049959
783,3504.78238741
784,2498.40364998
785,2949.80206524
786,2559.77580861
787,5621.17033202
788,1137.67406992
789,2417.48374685
790,3099.48808281
791,3599.54733507
792,3171.73312477
793,6671.8078338
794,2387.42797001
795,3858.37986166
796,1884.39065622
797,2619.78986262
798,2464.26332254
799,7061.23256713
800,5212.61484397
801,2517.63068595
802,1770.49617986
803,2824.1134935
804,5323.38542971
805,922.756684691
806,4256.08754633
807,7193.38026387
808,2023.13841243
809,1382.12962649
810,2890.26404196
811,3776.78760208
812,1709.54202219
813,3584.61567867
814,3049.30109814
815,1950.7442259
816,3386.65556124
817,3534.62113649
818,7931.9995646
819,6500.62218643
820,3767.85221885
821,1265.53014722
822,7582.11937362
823,666.204579566
824,2779.17527534
825,3683.14554375
826,4315.27122027
827,3680.26114014
828,3826.00742164
829,2135.07930482
830,7781.44800539
831,3177.67403619
832,1806.3100624
833,2855.2920916
834,4322.83092154
835,5639.24996951
836,3224.6784226
837,2387.81985028
838,4643.14037547
839,3496.25623716
840,1361.86661602
841,1495.10233715
842,2950.64056138
843,1051.66276914
844,1590.89820749
845,7841.31794514
846,554.854536195
847,2116.50791443
848,5300.02812263
849,5295.61483807
850,4052.16924351
851,3806.55902996
852,3358.79132112
853,29879.8373849
854,1175.51737598
855,3444.67815033
856,1342.78634522
857,1261.26375185
858,2768.98207394
859,1856.90003413
860,1674.42447318
861,6581.01922631
862,2502.55652721
863,2804.59476381
864,1299.40473291
865,6252.44881125
866,1525.58733106
867,5109.64145327
868,1927.4738626
869,1551.52749189
870,2375.80897917
871,3267.8910552
872,2524.94751265
873,4863.43979479
874,5848.92919754
875,1023.66889571
876,1661.98937853
877,4055.23334639
878,6251.15079707
879,2135.17193209
880,4370.26437612
881,2116.73338288
882,1203.57294099
883,1704.59163212
884,1879.07572129
885,7234.5291291
886,3091.95556344
887,4437.02585135
888,3464.84616707
889,2954.74947962
890,1896.17234769
891,2023.16654868
892,1347.42129359
893,3843.44904627
894,2047.80597107
895,2997.36376114
896,5794.36557708
897,3707.21675568
898,1587.70904623
899,4713.67389287
900,3816.23902122
901,2894.73638499
902,2451.84814389
903,1560.87017342
904,2849.35313194
905,5461.27209334
906,13999.0319618
907,2433.56703494
908,5205.55284572
909,2706.7291954
910,3324.93978104
911,3084.15400062
912,3010.19894718
913,3123.01849903
914,4221.69352317
915,4071.72580051
916,6459.77036444
917,3991.27189875
918,2063.46055399
919,2144.93540892
920,1714.47831963
921,1673.63879782
922,6887.33679375
923,3642.25181752
924,4346.5514348
925,2309.34126339
926,1792.8812776
927,2235.9913895
928,948.365965643
929,2290.79461384
930,2812.91907417
931,1511.98887456
932,5388.82590645
933,2776.12960224
934,4996.27968508
935,4172.69556224
936,2132.30921606
937,6991.00937248
938,3481.35365212
939,7151.82880548
940,3017.77115562
941,4680.36489085
942,1774.61249186
943,5886.32668708
944,3861.59990705
945,3664.79743252
946,2716.99084567
947,3089.35724303
948,5040.0361522
949,2988.8689762
950,2279.80542355
951,2568.21778075
952,4018.53668228
953,7202.92910719
954,4500.54890835
955,3552.4589698
956,6070.90643135
957,5805.67023267
958,6183.40146131
959,3047.29205507
960,3572.86999583
961,2933.87978471
962,5254.59053634
963,4520.442852
964,2317.45391
965,2869.87153957
966,4421.76773905
967,3299.50885221
968,5370.73706678
969,6987.06558773
970,3261.1850172
971,4902.31824215
972,5936.19599287
973,3188.43141023
974,3682.01119168
975,3147.61601806
976,1224.24701782
977,4161.98838387
978,4163.97864915
979,7099.15319405
980,1956.9164221
981,3486.43008585
982,3239.16103296
983,2734.74202063
984,789.683166395
985,9987.98216384
986,2814.11695731
987,2473.79083703
988,4012.64708861
989,2865.10356598
990,7763.0592315
991,6644.00661777
992,8352.80624919
993,4714.67569128
994,3520.13876468
995,4309.05761615
996,2202.27210167
997,1490.76789722
998,2252.4273942
999,3101.25425909
1000,5255.43143785
1001,6544.99641829
1002,3880.94850184
1003,2641.32542979
1004,4398.12816973
1005,3198.46408011
1006,1582.21747712
1007,3325.91148249
1008,3979.19631982
1009,3228.01127071
1010,3466.42047848
1011,5971.01613465
1012,2514.88747769
1013,3071.13453135
1014,4268.49891002
1015,2497.28422948
1016,2801.08776599
1017,3254.67834836
1018,4208.66817403
1019,2562.12349673
1020,1415.5628755
1021,3604.80575305
1022,1172.87226059
1023,2607.71234325
1024,4060.00938669
1025,3328.33411483
1026,2663.44425299
1027,2904.64958023
1028,3494.48807317
1029,3116.20409145
1030,2958.43824042
1031,1968.1520456
1032,3243.64606949
1033,2527.53567298
1034,2809.46859363
1035,5412.23409286
1036,4645.88144334
1037,2141.35225276
1038,2655.29362162
1039,2016.4490652
1040,3540.83349868
1041,3624.64281089
1042,3990.54728192
1043,4258.80478508
1044,2613.30770302
1045,2771.50276583
1046,2900.65796826
1047,6714.56366001
1048,6711.21865053
1049,2729.04061463
1050,1248.46024881
1051,1983.30100697
1052,3478.68950976
1053,1708.14287156
1054,4752.52801941
1055,3102.62172957
1056,3180.84657846
1057,7410.16840937
1058,1441.68014274
1059,3070.58561375
1060,2055.63173477
1061,3160.66921006
1062,3037.69794667
1063,2488.62732458
1064,2410.08876646
1065,1985.69229075
1066,4073.81563504
1067,2276.37732577
1068,5371.83331995
1069,7068.15319911
1070,3543.70978006
1071,3467.007404
1072,3442.2729152
1073,5022.0723404
1074,3135.92597759
1075,2178.54626403
1076,3994.58007279
1077,1501.43858147
1078,1500.93145036
1079,2135.51509616
1080,2889.28620551
1081,1853.29474003
1082,2762.74638622
1083,2993.7460419
1084,2441.46219224
1085,2717.83605901
1086,1669.79857525
1087,3001.87242907
1088,5507.17565824
1089,3167.21901582
1090,4044.87259374
1091,13243.4692489
1092,2132.77184857
1093,839.538357358
1094,4126.91876806
1095,4193.9649828
1096,5310.92867266
1097,10766.4021276
1098,2561.95053677
1099,3326.88929595
1100,3659.77193827
1101,4984.54383102
1102,3536.68983086
1103,7098.99018602
1104,2779.22869081
1105,2125.10651885
1106,2092.68053631
1107,1870.86946748
1108,2431.55091263
1109,6992.85856083
1110,1715.476008
1111,5033.30116677
1112,1267.46210403
1113,1249.88041172
1114,2515.01734214
1115,1237.41603404
1116,4463.68932508
1117,2141.27605857
1118,2328.18818764
1119,2589.45861364
1120,4278.0778222
1121,3639.31400434
1122,2256.75064787
1123,3910.5372088
1124,6881.04819311
1125,1886.00729842
1126,1240.20435137
1127,3906.25275983
1128,2635.01596178
1129,7106.67595474
1130,3077.76872985
1131,1527.48711842
1132,2313.15719805
1133,2162.08413358
1134,1086.07246345
1135,1590.29082799
1136,2922.76102226
1137,1994.34879924
1138,1414.7080551
1139,1318.78363165
1140,5346.38754125
1141,2115.29036013
1142,1920.4979479
1143,2660.8041094
1144,4509.52021345
1145,2309.36634736
1146,2996.66671655
1147,2544.58746183
1148,4621.7051921
1149,1877.07305575
1150,2676.11240698
1151,5584.0522032
1152,6123.92961846
1153,1251.16198932
1154,3559.87306584
1155,2952.86804008
1156,2248.58515237
1157,3749.40715484
1158,3539.1500618
1159,4060.29698038
1160,2558.82356363
1161,5357.40150895
1162,-47.8623971573
1163,5926.22429337
1164,3840.61154108
1165,3576.61548808
1166,6390.55953499
1167,1868.04262257
1168,5243.45814223
1169,2667.10773597
1170,5578.07895051
1171,4032.86036167
1172,3360.04889162
1173,1716.22301543
1174,3063.04535477
1175,1423.66905653
1176,4263.69808332
1177,1968.26882623
1178,5714.63301793
1179,1828.11277462
1180,1890.61295167
1181,2100.87198137
1182,7282.18214457
1183,7280.38481135
1184,2213.71608782
1185,4239.67521129
1186,2560.62467098
1187,4511.87417669
1188,2889.97527846
1189,4061.39194347
1190,1688.06220357
1191,2431.57726884
1192,1922.17116265
1193,5284.91543065
1194,4367.49845132
1195,4694.10242519
1196,3726.37885406
1197,1297.89379788
1198,3672.3103046
1199,6230.85465316
1200,2744.35427253
1201,2284.66209594
1202,6454.00981975
1203,1612.63979367
1204,3130.12654172
1205,661.725960074
1206,1910.8806594
1207,1773.46684243
1208,2724.76137768
1209,1386.3294672
1210,3223.40004916
1211,8890.18359682
1212,4726.37836526
1213,2090.78930458
1214,4264.96426125
1215,2851.958867
1216,3621.80624514
1217,4535.20636946
1218,2621.60354929
1219,1504.42340535
1220,3288.36836556
1221,1284.60632765
1222,2707.52922344
1223,4092.84410657
1224,1042.82936728
1225,5589.38980735
1226,7385.90839118
1227,2007.90897881
1228,2792.58800544
1229,3175.2178692
1230,1481.25184825
1231,2215.41482512
1232,3090.1001307
1233,1419.0648448
1234,2303.98634299
1235,9824.07282257
1236,4116.59689391
1237,8764.64353476
1238,1630.61911103
1239,4887.01014568
1240,1507.2465134
1241,3959.94039345
1242,2070.76688111
1243,3475.64489575
1244,2665.38069244
1245,4874.49415381
1246,1409.4757931
1247,5720.18805163
1248,4218.54159886
1249,602.578376318
1250,4630.37735109
1251,4114.07767431
1252,3664.22728284
1253,2688.80747751
1254,3122.75497117
1255,2965.8883959
1256,1934.03876706
1257,4175.10737518
1258,3618.57075578
1259,2101.88568382
1260,2767.91048198
1261,2874.86761724
1262,3766.56707906
1263,1962.38693963
1264,2030.81469042
1265,2905.15611205
1266,6623.67629522
1267,1957.9112815
1268,2583.06216778
1269,2540.73381004
1270,4836.6338159
1271,4103.27462031
1272,9185.3770914
1273,3109.42699436
1274,305.288676468
1275,1644.54783481
1276,2822.52992666
1277,2838.61312638
1278,9346.75567924
1279,4639.19458753
1280,3303.35150024
1281,2956.56119089
1282,342.926145495
1283,5303.40769955
1284,3111.08899571
1285,2563.91412474
1286,1954.85334426
1287,3795.66440131
1288,2250.20043857
1289,3114.77957972
1290,3294.55055209
1291,1894.66954795
1292,1677.79965731
1293,2844.05473138
1294,4485.99773529
1295,2260.08074041
1296,3592.44376164
1297,1991.73220989
1298,1592.97789512
1299,2452.59000486
1300,3946.86076171
1301,6808.9675768
1302,2661.70739183
1303,4581.12311538
1304,7942.64715235
1305,3319.60455696
1306,5513.25997084
1307,7219.21335096
1308,2095.31844311
1309,4796.82408582
1310,3317.06359004
1311,3342.23562234
1312,1580.47956313
1313,1105.51129569
1314,1311.81528359
1315,1395.56840176
1316,3202.85906761
1317,1657.96065966
1318,-1339.2895813
1319,1738.49323117
1320,3086.70274412
1321,3247.16861984
1322,943.850925819
1323,3405.46447817
1324,2551.83806822
1325,1617.02761327
1326,3089.05580043
1327,1562.75864973
1328,7041.64454461
1329,3270.83477592
1330,1529.77566628
1331,5937.1844903
1332,2719.93023124
1333,2315.81067584
1334,2857.64320026
1335,2768.85494703
1336,1157.55725633
1337,3070.49324306
1338,2552.26835014
1339,1343.03640954
1340,2472.23372453
1341,3296.16119982
1342,6372.56151951
1343,1931.60778248
1344,6447.3279052
1345,3910.32135164
1346,5680.17166449
1347,3544.84874299
1348,3381.95447524
1349,5190.65838904
1350,2057.21816
1351,2475.89988993
1352,2717.42091411
1353,2293.05878945
1354,1322.78156266
1355,3742.09194149
1356,4283.79442754
1357,2400.18197635
1358,873.524875707
1359,932.860909813
1360,4260.97793288
1361,2065.82392519
1362,5227.27313191
1363,1806.14770662
1364,3712.70425862
1365,4873.90967244
1366,1644.09108406
1367,301.525207405
1368,3295.64404058
1369,6399.67702693
1370,4152.57049754
1371,4248.00013305
1372,4749.48993505
1373,1561.46805399
1374,2640.69383254
1375,3608.77585942
1376,691.770885291
1377,5052.03684894
1378,4175.06680021
1379,6575.79208468
1380,3153.77842385
1381,7593.83020908
1382,4313.18531214
1383,4399.28695551
1384,1022.39849896
1385,-293.262147431
1386,3149.47315479
1387,3387.78571257
1388,6259.41228973
1389,2724.08744185
1390,5428.81074827
1391,2017.09838108
1392,2874.14264466
1393,2326.91047616
1394,3109.322897
1395,2966.79589541
1396,4026.23115025
1397,1206.06226898
1398,879.508589601
1399,3775.00148841
1400,1152.28454575
1401,2164.76155485
1402,5637.07776805
1403,3766.52930325
1404,2329.61918404
1405,2056.51319348
1406,5687.08841537
1407,2983.41059631
1408,1522.18612692
1409,2553.67471553
1410,2665.95767813
1411,6111.31778272
1412,2998.60467757
1413,4726.00829469
1414,2244.84104263
1415,4168.60508676
1416,358.726498729
1417,4658.09090908
1418,3763.55170861
1419,3755.53089887
1420,2219.18175851
1421,2618.72008982
1422,1848.76899305
1423,2380.42925934
1424,3397.6773888
1425,2972.97902624
1426,1773.91092667
1427,3180.34883032
1428,1676.05105207
1429,4654.16344035
1430,4699.44518475
1431,1739.86090311
1432,1024.99237949
1433,3667.5383404
1434,2412.43810993
1435,977.857306572
1436,1725.92077911
1437,9865.97937984
1438,3628.62285803
1439,4159.04635246
1440,1911.17590439
1441,2461.03179871
1442,1737.46652573
1443,2206.68806603
1444,1261.3951776
1445,2863.87743086
1446,2775.25244398
1447,2875.22140981
1448,7848.41455553
1449,1445.72643236
1450,2861.3730986
1451,6426.49185435
1452,1419.05131146
1453,5813.06886321
1454,2263.75092759
1455,1511.47291262
1456,3697.32527451
1457,1059.27241427
1458,2523.47363519
1459,2673.8764713
1460,1430.23003815
1461,930.145245709
1462,3176.6047398
1463,4097.3507967
1464,2768.95914315
1465,959.160142334
1466,5468.99775751
1467,2787.80643189
1468,1900.84113116
1469,837.674801942
1470,2841.631536
1471,-35.7320782199
1472,2973.18825552
1473,3145.48105165
1474,2240.0116525
1475,4592.14912199
1476,10409.189046
1477,5117.31825924
1478,6645.48533302
1479,2836.95358219
1480,3306.21887387
1481,1264.65300066
1482,2568.34466623
1483,4933.07591833
1484,7625.29919199
1485,4968.11665893
1486,3687.87921329
1487,4030.13144598
1488,4571.31506139
1489,2503.80022158
1490,3213.07446694
1491,1859.62008928
1492,4927.52387889
1493,2628.57065569
1494,1874.06504981
1495,1520.94542789
1496,6030.69977695
1497,7334.87464805
1498,2129.12533704
1499,4370.0999668
1500,2688.68120046
1501,2048.78435861
1502,4367.21211221
1503,2596.30035266
